Ano;Semestre;CNPJ AC;Administradora de consórcio;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2016;1º;06044551;ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA;Cobrança irregular de tarifa pela emissão de boletos, carnês e assemelhados;0;1;0;1;
2016;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Ausência de transparência nas relações contratuais;0;0;14;14;
2016;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;15;0;15;
2016;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de obrigações previstas em contratos;2;3;0;5;
2016;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de prazo de resposta a demanda;2;2;0;4;
2016;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Dificuldade na liberação ou substituição de bem;0;0;6;6;
2016;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio, a demanda registrada contra ela;1;6;0;7;
2016;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;7;7;
2016;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Irregularidades relacionadas à liberação do crédito;8;46;0;54;
2016;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Outras irregularidades;1;0;0;1;
2016;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Prestação inadequada/insuficiente de informação;0;0;10;10;
2016;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Publicidade enganosa;0;0;2;2;
2016;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Reclamações relacionadas a assuntos diversos;0;0;19;19;
2016;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;5;5;
2016;1º;30412977;ADMINISTRADORA DE CONSORCIO NACIONAL LIDER LTDA;Irregularidades relacionadas à liberação do crédito;0;1;0;1;
2016;1º;73230674;ADMINISTRADORA DE CONSORCIO RCI BRASIL LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2016;1º;12228808;ADMINISTRADORA DE CONSORCIO SICOOB PARANA LTDA;Dificuldade na liberação ou substituição de bem;0;0;1;1;
2016;1º;91341925;ADMINISTRADORA DE CONSORCIO SPENGLER LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;2;0;2;
2016;1º;91341925;ADMINISTRADORA DE CONSORCIO SPENGLER LTDA;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2016;1º;91341925;ADMINISTRADORA DE CONSORCIO SPENGLER LTDA;Irregularidades relacionadas à liberação do crédito;0;1;0;1;
2016;1º;91341925;ADMINISTRADORA DE CONSORCIO SPENGLER LTDA;Prestação inadequada/insuficiente de informação;0;0;2;2;
2016;1º;03828278;ADMINISTRADORA DE CONSORCIOS BECKER LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio, a demanda registrada contra ela;0;1;0;1;
2016;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;2;0;2;
2016;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2016;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio, a demanda registrada contra ela;0;2;0;2;
2016;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2016;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Irregularidades relacionadas à liberação do crédito;0;4;0;4;
2016;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Reclamações relacionadas a assuntos diversos;0;0;2;2;
2016;1º;94187879;AGIPLAN ADMINISTRADORA DE CONSORCIOS S A;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2016;1º;94187879;AGIPLAN ADMINISTRADORA DE CONSORCIOS S A;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;1;0;1;
2016;1º;94187879;AGIPLAN ADMINISTRADORA DE CONSORCIOS S A;Prestação inadequada/insuficiente de informação;0;0;2;2;
2016;1º;94187879;AGIPLAN ADMINISTRADORA DE CONSORCIOS S A;Publicidade enganosa;0;0;2;2;
2016;1º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S A;Descumprimento de cláusulas referentes à devolução de valores;0;2;0;2;
2016;1º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S A;Descumprimento de prazo de resposta a demanda;0;1;0;1;
2016;1º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S A;Insatisfação com a resposta fornecida pela administradora de consórcio, a demanda registrada contra ela;0;2;0;2;
2016;1º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S A;Não divulgação de acesso telefônico gratuito da Ouvidoria;0;1;0;1;
2016;1º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S A;Prestação inadequada/insuficiente de informação;0;0;1;1;
2016;1º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S A;Publicidade enganosa;0;0;1;1;
2016;1º;02010478;BANCORBRAS ADMINISTRADORA DE CONSORCIOS S A;Descumprimento de cláusulas referentes à devolução de valores;0;2;0;2;
2016;1º;02010478;BANCORBRAS ADMINISTRADORA DE CONSORCIOS S A;Prestação inadequada/insuficiente de informação;0;0;9;9;
2016;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Ausência de transparência nas relações contratuais;0;0;1;1;
2016;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Descumprimento de cláusulas referentes à devolução de valores;0;21;0;21;
2016;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Descumprimento de obrigações previstas em contratos;1;15;0;16;
2016;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Descumprimento de prazo de resposta a demanda;0;3;0;3;
2016;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Dificuldade na liberação ou substituição de bem;0;0;8;8;
2016;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Insatisfação com a resposta fornecida pela administradora de consórcio, a demanda registrada contra ela;1;7;0;8;
2016;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;20;20;
2016;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Irregularidades relacionadas à liberação do crédito;0;55;0;55;
2016;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;3;0;3;
2016;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Outras irregularidades;0;3;0;3;
2016;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Outras irregularidades relacionadas à Ouvidoria;0;2;0;2;
2016;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Prestação inadequada/insuficiente de informação;0;0;25;25;
2016;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Reclamações relacionadas a assuntos diversos;0;0;16;16;
2016;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;9;9;
2016;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Ausência de transparência nas relações contratuais;0;0;1;1;
2016;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Cobrança irregular de tarifa pela emissão de boletos, carnês e assemelhados;0;1;0;1;
2016;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;2;0;2;
2016;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2016;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Descumprimento de prazo de resposta a demanda;0;1;0;1;
2016;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Dificuldade na liberação ou substituição de bem;0;0;2;2;
2016;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio, a demanda registrada contra ela;1;0;0;1;
2016;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;3;3;
2016;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;1;0;1;
2016;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Outras irregularidades;0;2;0;2;
2016;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Reclamações relacionadas a assuntos diversos;0;0;4;4;
2016;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;1;1;
2016;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Ausência de transparência nas relações contratuais;0;0;10;10;
2016;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Cobrança irregular de tarifa pela emissão de boletos, carnês e assemelhados;0;3;0;3;
2016;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Descumprimento de cláusulas referentes à devolução de valores;1;40;0;41;
2016;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Descumprimento de obrigações previstas em contratos;0;61;0;61;
2016;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Descumprimento de prazo de resposta a demanda;0;18;0;18;
2016;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Descumprimento de prazo para apresentação de resposta conclusiva pela Ouvidoria;1;2;0;3;
2016;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Dificuldade na liberação ou substituição de bem;0;0;71;71;
2016;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Golpe;0;0;1;1;
2016;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio, a demanda registrada contra ela;1;18;0;19;
2016;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;39;39;
2016;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Irregularidades relacionadas à liberação do crédito;0;101;0;101;
2016;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;13;0;13;
2016;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Não fornecimento, remessa ou divulgação de documentos obrigatórios;0;4;0;4;
2016;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Outras irregularidades relacionadas à Ouvidoria;0;1;0;1;
2016;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Prestação inadequada/insuficiente de informação;0;0;54;54;
2016;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Publicidade enganosa;0;0;3;3;
2016;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Reclamações relacionadas a assuntos diversos;0;0;19;19;
2016;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;22;22;
2016;1º;73235962;BREITKOPF ADMINISTRADORA DE CONSORCIO LTDA;Prestação inadequada/insuficiente de informação;0;0;1;1;
2016;1º;06046109;BRISA ADMINISTRADORA DE CONSORCIOS LTDA;Prestação inadequada/insuficiente de informação;0;0;1;1;
2016;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Ausência de informações/cláusulas obrigatórias em contrato;1;0;0;1;
2016;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Ausência de transparência nas relações contratuais;0;0;3;3;
2016;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Cobrança irregular de tarifa pela emissão de boletos, carnês e assemelhados;0;2;0;2;
2016;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Descumprimento de cláusulas referentes à devolução de valores;5;17;0;22;
2016;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Descumprimento de obrigações previstas em contratos;8;13;0;21;
2016;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Descumprimento de prazo de resposta a demanda;0;2;0;2;
2016;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Descumprimento de prazo para apresentação de resposta conclusiva pela Ouvidoria;0;1;0;1;
2016;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Insatisfação com a resposta fornecida pela administradora de consórcio, a demanda registrada contra ela;1;6;0;7;
2016;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;22;22;
2016;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Irregularidades relacionadas à liberação do crédito;2;48;0;50;
2016;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;1;4;0;5;
2016;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Outras irregularidades;0;2;0;2;
2016;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Prestação inadequada/insuficiente de informação;0;0;4;4;
2016;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Publicidade enganosa;0;0;1;1;
2016;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Reclamações relacionadas a assuntos diversos;0;0;15;15;
2016;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;12;12;
2016;1º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S A;Ausência de transparência nas relações contratuais;0;0;1;1;
2016;1º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S A;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2016;1º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S A;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;2;0;2;
2016;1º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S A;Prestação inadequada/insuficiente de informação;0;0;1;1;
2016;1º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S A;Publicidade enganosa;0;0;1;1;
2016;1º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S A;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2016;1º;00266031;CICAL ADMINISTRADORA DE CONSORCIOS LTDA;Dificuldade na liberação ou substituição de bem;0;0;1;1;
2016;1º;00266031;CICAL ADMINISTRADORA DE CONSORCIOS LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;2;2;
2016;1º;00266031;CICAL ADMINISTRADORA DE CONSORCIOS LTDA;Prestação inadequada/insuficiente de informação;0;0;1;1;
2016;1º;13170428;CIMAVEL ADMINISTRADORA DE CONSORCIO LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2016;1º;59129403;CNF   ADMINISTRADORA DE CONSORCIOS NACIONAL LTDA;Ausência de transparência nas relações contratuais;0;0;1;1;
2016;1º;59129403;CNF   ADMINISTRADORA DE CONSORCIOS NACIONAL LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2016;1º;59129403;CNF   ADMINISTRADORA DE CONSORCIOS NACIONAL LTDA;Irregularidades relacionadas à liberação do crédito;0;3;0;3;
2016;1º;59129403;CNF   ADMINISTRADORA DE CONSORCIOS NACIONAL LTDA;Publicidade enganosa;0;0;1;1;
2016;1º;44474674;COMAUTO ADMINISTRADORA DE CONSORCIO LTDA;Descumprimento de prazo de resposta a demanda;1;0;0;1;
2016;1º;44474674;COMAUTO ADMINISTRADORA DE CONSORCIO LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio, a demanda registrada contra ela;0;1;0;1;
2016;1º;44474674;COMAUTO ADMINISTRADORA DE CONSORCIO LTDA;Prestação inadequada/insuficiente de informação;0;0;1;1;
2016;1º;44474674;COMAUTO ADMINISTRADORA DE CONSORCIO LTDA;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;1;1;
2016;1º;07336852;CONBRAV   ADMINISTRADORA DE CONSORCIOS LTDA;Irregularidades relacionadas à liberação do crédito;0;1;0;1;
2016;1º;50827237;CONFIA ADMINISTRADORA DE CONSORCIO LTDA;Ausência de transparência nas relações contratuais;0;0;1;1;
2016;1º;50647296;CONPROF ADMINISTRADORA DE CONSORCIO LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2016;1º;50647296;CONPROF ADMINISTRADORA DE CONSORCIO LTDA;Não fornecimento, remessa ou divulgação de documentos obrigatórios;1;0;0;1;
2016;1º;81742223;CONSEG ADMINISTRADORA DE CONSORCIOS LTDA;Irregularidades relacionadas à liberação do crédito;1;0;0;1;
2016;1º;47658539;CONSORCIO NACIONAL VOLKSWAGEN   ADMINISTRADORA DE CONSORCIO LTDA;Ausência de informações/cláusulas obrigatórias em contrato;1;0;0;1;
2016;1º;47658539;CONSORCIO NACIONAL VOLKSWAGEN   ADMINISTRADORA DE CONSORCIO LTDA;Ausência de transparência nas relações contratuais;0;0;12;12;
2016;1º;47658539;CONSORCIO NACIONAL VOLKSWAGEN   ADMINISTRADORA DE CONSORCIO LTDA;Descumprimento de cláusulas referentes à devolução de valores;2;32;0;34;
2016;1º;47658539;CONSORCIO NACIONAL VOLKSWAGEN   ADMINISTRADORA DE CONSORCIO LTDA;Descumprimento de obrigações previstas em contratos;2;13;0;15;
2016;1º;47658539;CONSORCIO NACIONAL VOLKSWAGEN   ADMINISTRADORA DE CONSORCIO LTDA;Descumprimento de prazo de resposta a demanda;0;3;0;3;
2016;1º;47658539;CONSORCIO NACIONAL VOLKSWAGEN   ADMINISTRADORA DE CONSORCIO LTDA;Dificuldade na liberação ou substituição de bem;0;0;7;7;
2016;1º;47658539;CONSORCIO NACIONAL VOLKSWAGEN   ADMINISTRADORA DE CONSORCIO LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio, a demanda registrada contra ela;2;9;0;11;
2016;1º;47658539;CONSORCIO NACIONAL VOLKSWAGEN   ADMINISTRADORA DE CONSORCIO LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;22;22;
2016;1º;47658539;CONSORCIO NACIONAL VOLKSWAGEN   ADMINISTRADORA DE CONSORCIO LTDA;Irregularidades relacionadas à liberação do crédito;3;77;0;80;
2016;1º;47658539;CONSORCIO NACIONAL VOLKSWAGEN   ADMINISTRADORA DE CONSORCIO LTDA;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;9;0;9;
2016;1º;47658539;CONSORCIO NACIONAL VOLKSWAGEN   ADMINISTRADORA DE CONSORCIO LTDA;Não disponibilização de acesso telefônico gratuito à Ouvidoria;0;1;0;1;
2016;1º;47658539;CONSORCIO NACIONAL VOLKSWAGEN   ADMINISTRADORA DE CONSORCIO LTDA;Outras irregularidades;0;1;0;1;
2016;1º;47658539;CONSORCIO NACIONAL VOLKSWAGEN   ADMINISTRADORA DE CONSORCIO LTDA;Outras irregularidades relacionadas à Ouvidoria;0;1;0;1;
2016;1º;47658539;CONSORCIO NACIONAL VOLKSWAGEN   ADMINISTRADORA DE CONSORCIO LTDA;Prestação inadequada/insuficiente de informação;0;0;12;12;
2016;1º;47658539;CONSORCIO NACIONAL VOLKSWAGEN   ADMINISTRADORA DE CONSORCIO LTDA;Publicidade enganosa;0;0;3;3;
2016;1º;47658539;CONSORCIO NACIONAL VOLKSWAGEN   ADMINISTRADORA DE CONSORCIO LTDA;Reclamações relacionadas a assuntos diversos;0;0;22;22;
