Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2017;1º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.; ;0;2;0;2;23032;
2017;1º;06044551;ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA; ;0;0;1;1;28934;
2017;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;8,86;15;103;64;182;1691514;
2017;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA; ;1;2;2;5;176051;
2017;1º;30412977;ADMINISTRADORA DE CONSÓRCIO NACIONAL LÍDER LTDA.; ;0;0;1;1;2156;
2017;1º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA; ;0;3;10;13;3510;
2017;1º;12228808;ADMINISTRADORA DE CONSÓRCIO SICOOB PARANÁ LTDA.; ;0;1;2;3;12910;
2017;1º;91341925;ADMINISTRADORA DE CONSÓRCIO SPENGLER LTDA.; ;1;3;4;8;6997;
2017;1º;03828278;ADMINISTRADORA DE CONSÓRCIOS BECKER LTDA.; ;1;1;0;2;9311;
2017;1º;94187879;AGIPLAN ADMINISTRADORA DE CONSÓRCIOS S.A.; ;0;2;1;3;4783;
2017;1º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.; ;1;4;2;7;12673;
2017;1º;13548938;ASSOCIACAO BAHIANA DE MEDICINA ABM; ;0;0;1;1;371;
2017;1º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.; ;1;2;6;9;10760;
2017;1º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS; ;0;5;5;10;47397;
2017;1º;45030236;BAURU ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;1;0;1;1034;
2017;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;28,81;19;114;114;247;659360;
2017;1º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;43,57;3;9;16;28;68847;
2017;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;15,96;22;417;400;839;1378383;
2017;1º;73235962;BREITKOPF ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;1;2;4;5304;
2017;1º;45713971;BRQUALY ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;2064;
2017;1º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;176,28;24;117;74;215;136147;
2017;1º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A; ;0;6;4;10;43899;
2017;1º;00266031;CICAL ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;0;1;1;2967;
2017;1º;13170428;CIMAVEL ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;0;1;1;3543;
2017;1º;59129403;CNF - ADMINISTRADORA DE CONSÓRCIOS NACIONAL LTDA.; ;0;6;5;11;29195;
2017;1º;62798475;CNK ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;1;0;1;3786;
2017;1º;44474674;COMAUTO ADMINISTRADORA DE CONSORCIO LTDA; ;0;0;1;1;6579;
2017;1º;07336852;CONBRAV - ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;0;1;1;7889;
2017;1º;50827237;CONFIA ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;1;0;1;2107;
2017;1º;81742223;CONSEG ADMINISTRADORA DE CONSORCIOS LTDA.; ;0;4;2;6;26077;
2017;1º;44196293;CONSHOP ADMINISTRADORA DE CONSORCIOS LTDA.; ;0;2;0;2;6640;
2017;1º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;44,65;10;105;89;204;223948;
2017;1º;27440684;CONTAUTO ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;0;1;1;283;
2017;1º;58919903;CONVEF ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;2;5;2;9;15529;
2017;1º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA;14,97;3;57;36;96;200383;
2017;1º;08570707;ELDORADO ADMINISTRADORA DE CONSORCIO LTDA; ;0;1;0;1;6824;
2017;1º;58113812;EMBRACON ADMINISTRADORA DE CONSÓRCIO LTDA;109,56;16;87;154;257;146026;
2017;1º;91107581;FARROUPILHA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;2;2;4;51593;
2017;1º;00600262;FERRAZ ADMINISTRACAO E CONSORCIOS LTDA; ;1;0;0;1;1993;
2017;1º;45725975;FINAMA ADMINISTRADORA DE CONSORCIO LTDA; ;0;2;1;3;8138;
2017;1º;00643742;FUNDACAO HABITACIONAL DO EXERCITO - FHE; ;0;0;3;3;20412;
2017;1º;47820097;GAPLAN ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;2;1;3;17691;
2017;1º;85322204;GLOBO ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;0;1;1;7284;
2017;1º;49937055;GMAC ADMINISTRADORA DE CONSORCIOS LTDA;42,48;5;46;56;107;117700;
2017;1º;03586655;H. ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;1;0;1;2086;
2017;1º;73516106;HS ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;8;6;14;54168;
2017;1º;06181431;ITAUNA ADMINISTRADORA DE CONSORCIO LTDA; ;0;0;1;1;4423;
2017;1º;00000776;ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.;40,44;13;143;148;304;321421;
2017;1º;42421776;ITAÚ UNIBANCO VEÍCULOS ADMINISTRADORA DE CONSÓRCIOS LTDA.;44,77;3;33;31;67;67008;
2017;1º;37137767;JORLAN ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;1;0;1;1129;
2017;1º;60250776;LUIZA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;10;2;13;63419;
2017;1º;04250224;MAGGI ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;1;0;1;20098;
2017;1º;17249375;MAPFRE ADMINISTRADORA DE CONSÓRCIOS S.A.; ;1;5;5;11;2589;
2017;1º;45793395;MASSEY FERGUSON ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;2;0;2;25351;
2017;1º;46349106;MERCABENCO MERCANTIL E ADMINISTRADORA DE BENS E CONSÓRCIOS LTDA.; ;0;5;2;7;10547;
2017;1º;71045363;MINASMÁQUINAS ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;0;3;3;6030;
2017;1º;64479991;MINAUTO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;0;1;1;1151;
2017;1º;05126027;MOTOASA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;0;3;4;14153;
2017;1º;04124922;MULTIMARCAS ADMINISTRADORA DE CONSORCIOS LTDA.; ;2;19;24;45;18557;
2017;1º;05652765;NANUQUE ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;0;3;3;19028;
2017;1º;05395814;NOVOTEMPO ADMINISTRADORA DE CONSORCIOS LTDA.; ;0;1;0;1;1318;
2017;1º;50533876;PANAMERICANO ADMINISTRADORA DE CONSÓRCIO LTDA; ;1;18;23;42;5267;
2017;1º;16551061;PONTA ADMINISTRADORA DE CONSORCIOS LTDA; ;2;7;7;16;47844;
2017;1º;48041735;PORTO SEGURO ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;20;30;50;127735;
2017;1º;87433413;PORTOBENS ADMINISTRADORA DE CONSORCIOS LTDA; ;0;1;1;2;10125;
2017;1º;51597300;PRIMO ROSSI ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;9;3;13;21108;
2017;1º;91108027;RANDON ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;9;7;16;54677;
2017;1º;66228966;REALIZA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;2;45;36;83;21414;
2017;1º;23767155;RECON ADMINISTRADORA DE CONSORCIOS LTDA; ;0;5;2;7;35050;
2017;1º;92002609;REDE OESTE ADMINISTRADORA DE CONSORCIOS LTDA.; ;0;1;0;1;4825;
2017;1º;62354055;REMAZA ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;23;27;51;20302;
2017;1º;80402746;RIVEL ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;1;2;4518;
2017;1º;51855716;RODOBENS ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;28;38;67;108989;
2017;1º;80674393;SANTA FÉ ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;2;0;2;1715;
2017;1º;55942312;SANTANDER BRASIL ADMINISTRADORA DE CONSÓRCIO LTDA.; ;2;25;19;46;68618;
2017;1º;96479258;SCANIA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;2;0;2;25184;
2017;1º;76515071;SERVOPA ADMINISTRADORA DE CONSORCIOS LTDA; ;0;3;6;9;57254;
2017;1º;50543883;SIMÃO ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;1;0;1;1235;
2017;1º;87852273;SINOSSERRA ADMINISTRADORA DE CONSÓRCIOS S/A.; ;0;1;1;2;5791;
2017;1º;54708839;SPERTA ADMINISTRADORA DE CONSORCIO NACIONAL LTDA; ;1;0;1;2;24744;
2017;1º;57723801;SUZUKI MOTOS ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;2;6;8;9436;
2017;1º;53211488;TARRAF ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;0;1;1;12486;
2017;1º;59956185;TRADIÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;3;4;7;8251;
2017;1º;83553883;UNIÃO CATARINENSE ADMINISTRADORA DE CONSORCIOS LTDA; ;0;1;1;2;9060;
2017;1º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA; ;0;2;7;9;10765;
2017;1º;81269516;UNILANCE ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;28;11;40;16370;
2017;1º;56360266;VALTRA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;1;2;3;14909;
2017;1º;45594223;VEMAR ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;2;0;2;1646;
2017;1º;74118381;VOLVO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;1;2;3;10449;
2017;1º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;14;7;21;113527;
2017;1º;23367634;ZEMA ADMINISTRADORA DE CONSÓRCIO LTDA;209,21;3;13;14;30;14339;
