Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2020;1º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.;882,30;5;4;1;10;5667;
2020;1º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.; ;0;4;2;6;43226;
2020;1º;06044551;ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA; ;0;0;1;1;45560;
2020;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;13,10;18;52;28;98;1373397;
2020;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA; ;0;0;1;1;216205;
2020;1º;30412977;ADMINISTRADORA DE CONSÓRCIO NACIONAL LÍDER LTDA.; ;0;0;1;1;0;
2020;1º;03765340;ADMINISTRADORA DE CONSÓRCIO NACIONAL VALOR LTDA.;5.035,24;10;10;5;25;1986;
2020;1º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA; ;0;5;6;11;15954;
2020;1º;94187879;AGIBANK ADMINISTRADORA DE CONSÓRCIOS LTDA; ;2;1;0;3;2508;
2020;1º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.; ;1;2;2;5;26909;
2020;1º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;3;1;5;8426;
2020;1º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;308,68;4;9;3;16;12958;
2020;1º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS; ;0;3;5;8;67320;
2020;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;15,93;16;55;32;103;1003968;
2020;1º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;11;2;13;63168;
2020;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;14,68;23;278;188;489;1565844;
2020;1º;73235962;BREITKOPF ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;1;0;1;5434;
2020;1º;06046109;BRISA ADMINISTRADORA DE CONSORCIOS LTDA; ;0;1;0;1;1606;
2020;1º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;119,46;21;64;52;137;175789;
2020;1º;72461643;CAMVEL ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;1845;
2020;1º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A;65,44;4;6;1;11;61124;
2020;1º;00266031;CICAL ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;0;1;1;2057;
2020;1º;59129403;CNF - ADMINISTRADORA DE CONSÓRCIOS NACIONAL LTDA.; ;0;3;3;6;20132;
2020;1º;27268770;COIMEX ADMINISTRADORA DE CONSÓRCIOS S.A.; ;1;1;2;4;2789;
2020;1º;81742223;CONSEG ADMINISTRADORA DE CONSÓRCIOS S/A; ;0;2;1;3;38046;
2020;1º;44196293;CONSHOP ADMINISTRADORA DE CONSORCIOS LTDA.; ;0;1;0;1;6184;
2020;1º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;231,96;23;50;29;102;99155;
2020;1º;58919903;CONVEF ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;11;4;16;17973;
2020;1º;61550836;COOPERATIVA MISTA JOCKEY CLUB DE SAO PAULO;1.566,03;9;22;8;39;5747;
2020;1º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA;39,77;8;59;55;122;201133;
2020;1º;01659838;DISBRAVE ADMINISTRADORA DE CONSORCIOS LTDA.; ;2;3;3;8;9228;
2020;1º;08570707;ELDORADO ADMINISTRADORA DE CONSORCIO LTDA; ;0;0;1;1;7382;
2020;1º;58113812;EMBRACON ADMINISTRADORA DE CONSÓRCIO LTDA;37,15;6;90;31;127;161482;
2020;1º;91107581;FARROUPILHA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;1;2;56829;
2020;1º;00600262;FERRAZ ADMINISTRACAO E CONSORCIOS LTDA; ;0;0;1;1;1482;
2020;1º;45725975;FINAMA ADMINISTRADORA DE CONSORCIO LTDA; ;0;4;0;4;7637;
2020;1º;00643742;FUNDACAO HABITACIONAL DO EXERCITO - FHE; ;0;2;4;6;29206;
2020;1º;85322204;GLOBO ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;3;0;3;6138;
2020;1º;49937055;GMAC ADMINISTRADORA DE CONSORCIOS LTDA;105,28;12;59;33;104;113975;
2020;1º;02798858;GOVESA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;2;8;8;18;7107;
2020;1º;26228270;GROSCON ADMINISTRADORA DE CONSORCIOS LTDA.; ;0;0;1;1;2340;
2020;1º;73516106;HS ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;5;7;12;102401;
2020;1º;06181431;ITAUNA ADMINISTRADORA DE CONSORCIO LTDA; ;0;3;2;5;4348;
2020;1º;00000776;ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.;116,03;37;150;50;237;318880;
2020;1º;42421776;ITAÚ UNIBANCO VEÍCULOS ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;13;3;16;8750;
2020;1º;60250776;LUIZA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;6;4;10;72779;
2020;1º;04250224;MAGGI ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;0;1;1;24849;
2020;1º;45793395;MASSEY FERGUSON ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;1;1;2;24608;
2020;1º;46349106;MERCABENCO ADMINISTRADORA DE CONSORCIO LTDA; ;2;2;1;5;12921;
2020;1º;04124922;MULTIMARCAS ADMINISTRADORA DE CONSORCIOS LTDA.;836,82;25;39;5;69;29875;
2020;1º;50533876;PAN ADMINISTRADORA DE CONSORCIO LTDA;1.000,40;5;15;10;30;4998;
2020;1º;16551061;PONTA ADMINISTRADORA DE CONSORCIOS LTDA; ;1;19;12;32;169851;
2020;1º;48041735;PORTO SEGURO ADMINISTRADORA DE CONSÓRCIOS LTDA;53,28;8;29;31;68;150129;
2020;1º;87433413;PORTOBENS ADMINISTRADORA DE CONSORCIOS LTDA; ;1;0;1;2;13577;
2020;1º;51597300;PRIMO ROSSI ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;4;3;8;40231;
2020;1º;91108027;RANDON ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;2;4;1;7;64672;
2020;1º;66228966;REALIZA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;10;2;12; ;
2020;1º;23767155;RECON ADMINISTRADORA DE CONSORCIOS LTDA; ;2;2;0;4;18876;
2020;1º;92002609;REDE OESTE ADMINISTRADORA DE CONSORCIOS LTDA.; ;1;1;1;3;4990;
2020;1º;62354055;REMAZA ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;21;6;27;18785;
2020;1º;28904092;RESERVA ADMINISTRADORA DE CONSÓRCIO LTDA;3.795,54;15;33;3;51;3952;
2020;1º;51855716;RODOBENS ADMINISTRADORA DE CONSÓRCIOS LTDA.;43,15;4;38;15;57;92695;
2020;1º;55942312;SANTANDER BRASIL ADMINISTRADORA DE CONSÓRCIO LTDA.;82,92;18;66;46;130;217066;
2020;1º;96479258;SCANIA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;3;4;23648;
2020;1º;76515071;SERVOPA ADMINISTRADORA DE CONSORCIOS LTDA; ;1;3;2;6;55164;
2020;1º;57723801;SUZUKI MOTOS ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;0;1;1;4665;
2020;1º;53211488;TARRAF ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;2;0;2;13476;
2020;1º;59956185;TRADIÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;3;0;3;9809;
2020;1º;78199262;TRIÂNGULO ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;0;1;1;9574;
2020;1º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA; ;0;6;2;8;16221;
2020;1º;56360266;VALTRA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;0;1;1;17015;
2020;1º;50827237;VKN ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;0;1;2;2503;
2020;1º;74118381;VOLVO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;0;2;3;12222;
2020;1º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.;27,49;3;14;5;22;109125;
2020;1º;23367634;ZEMA ADMINISTRADORA DE CONSÓRCIO LTDA; ;2;4;2;8;12003;
