Ano;Semestre;CNPJ AC;Administradora de consórcio;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2019;2º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.;Descumprimento de prazo de resposta a demanda;0;1;0;1;
2019;2º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;1;0;1;
2019;2º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2019;2º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.;Não fornecimento, remessa ou divulgação de documentos obrigatórios;0;1;0;1;
2019;2º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.;Outras irregularidades;2;6;0;8;
2019;2º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.;Outras irregularidades relacionadas à Ouvidoria;0;1;0;1;
2019;2º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.;Prestação inadequada/insuficiente de informação;0;0;2;2;
2019;2º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.;Publicidade enganosa;0;0;4;4;
2019;2º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;1;1;
2019;2º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;1;0;1;
2019;2º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.;Prestação inadequada/insuficiente de informação;0;0;1;1;
2019;2º;06044551;ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2019;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de cláusulas referentes à devolução de valores;5;14;0;19;
2019;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de obrigações previstas em contratos;5;1;0;6;
2019;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de prazo de resposta a demanda;3;0;0;3;
2019;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Dificuldade na liberação ou substituição de bem;0;0;1;1;
2019;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;1;0;1;
2019;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;10;10;
2019;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Irregularidades relacionadas à liberação do crédito;12;17;0;29;
2019;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;2;1;0;3;
2019;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Outras irregularidades;2;2;0;4;
2019;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Outras irregularidades relacionadas à Ouvidoria;1;0;0;1;
2019;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Prestação inadequada/insuficiente de informação;0;0;6;6;
2019;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Reclamações relacionadas a assuntos diversos;0;0;22;22;
2019;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;9;9;
2019;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;2;0;2;
2019;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;1;1;
2019;2º;31728579;ADMINISTRADORA DE CONSÓRCIO ECONÔMICO LTDA.;Descumprimento de cláusulas referentes à devolução de valores;1;0;0;1;
2019;2º;31728579;ADMINISTRADORA DE CONSÓRCIO ECONÔMICO LTDA.;Descumprimento de prazo de resposta a demanda;1;0;0;1;
2019;2º;31728579;ADMINISTRADORA DE CONSÓRCIO ECONÔMICO LTDA.;Prestação inadequada/insuficiente de informação;0;0;1;1;
2019;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Ausência de transparência nas relações contratuais;0;0;1;1;
2019;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;2;0;2;
2019;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Descumprimento de obrigações previstas em contratos;0;2;0;2;
2019;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;1;0;1;
2019;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2019;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Irregularidades relacionadas à liberação do crédito;0;1;0;1;
2019;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;2;0;2;
2019;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Prestação inadequada/insuficiente de informação;0;0;1;1;
2019;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Publicidade enganosa;0;0;1;1;
2019;2º;03765340;ADMINISTRADORA DE CONSÓRCIO REGIONAL WAY LTDA.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;1;0;1;
2019;2º;03765340;ADMINISTRADORA DE CONSÓRCIO REGIONAL WAY LTDA.;Outras irregularidades;1;8;0;9;
2019;2º;03765340;ADMINISTRADORA DE CONSÓRCIO REGIONAL WAY LTDA.;Prestação inadequada/insuficiente de informação;0;0;1;1;
2019;2º;03765340;ADMINISTRADORA DE CONSÓRCIO REGIONAL WAY LTDA.;Publicidade enganosa;0;0;4;4;
2019;2º;91341925;ADMINISTRADORA DE CONSÓRCIO SPENGLER LTDA.;Reclamações relacionadas a assuntos diversos;0;0;1;1;
