Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2021;1º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.;38,11;4;8;2;14;104936;
2021;1º;06044551;ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA;85,37;3;2;0;5;35141;
2021;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;26,12;40;77;20;137;1530946;
2021;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA; ;2;7;4;13;233779;
2021;1º;03765340;ADMINISTRADORA DE CONSÓRCIO NACIONAL VALOR LTDA.;2.544,52;3;8;0;11;1179;
2021;1º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA; ;2;20;3;25;16498;
2021;1º;91341925;ADMINISTRADORA DE CONSÓRCIO SPENGLER LTDA.; ;0;2;0;2;5623;
2021;1º;12228808;ADMINISTRADORA DE CONSÓRCIO UNICOOB LTDA; ;1;2;1;4;31684;
2021;1º;94187879;AGIBANK ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;0;0;1;1426;
2021;1º;90982679;ALPHA ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;0;1;1;881;
2021;1º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;111,03;4;7;1;12;36025;
2021;1º;03762583;ÁPICE ADMINISTRADORA DE CONSORCIO LTDA; ;0;1;0;1;2731;
2021;1º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA;521,24;6;5;0;11;11511;
2021;1º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.; ;2;8;1;11;13918;
2021;1º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS; ;1;3;0;4;71148;
2021;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;68,67;81;218;31;330;1179546;
