Ano;Semestre;CNPJ AC;Administradora de consórcio;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2017;1º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de obrigações previstas em contratos;0;2;0;2;
2017;1º;06044551;ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA;Ausência de transparência nas relações contratuais;0;0;1;1;
2017;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Ausência de transparência nas relações contratuais;0;0;8;8;
2017;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de cláusulas referentes à devolução de valores;2;35;0;37;
2017;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de obrigações previstas em contratos;3;8;0;11;
2017;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de prazo de resposta a demanda;2;0;0;2;
2017;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Dificuldade na liberação ou substituição de bem;0;0;4;4;
2017;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;2;6;0;8;
2017;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;15;15;
2017;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Irregularidades relacionadas à liberação do crédito;6;48;0;54;
2017;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;4;0;4;
2017;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Não fornecimento, remessa ou divulgação de documentos obrigatórios;0;1;0;1;
2017;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Outras irregularidades relacionadas à Ouvidoria;0;1;0;1;
2017;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Prestação inadequada/insuficiente de informação;0;0;10;10;
2017;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Publicidade enganosa;0;0;1;1;
2017;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Reclamações relacionadas a assuntos diversos;0;0;19;19;
2017;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;7;7;
2017;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Descumprimento de obrigações previstas em contratos;1;0;0;1;
2017;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2017;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Irregularidades relacionadas à liberação do crédito;0;2;0;2;
2017;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;1;1;
2017;1º;30412977;ADMINISTRADORA DE CONSÓRCIO NACIONAL LÍDER LTDA.;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;1;1;
2017;1º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Ausência de transparência nas relações contratuais;0;0;1;1;
2017;1º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;2;0;2;
2017;1º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Dificuldade na liberação ou substituição de bem;0;0;1;1;
2017;1º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;4;4;
2017;1º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;1;0;1;
2017;1º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Prestação inadequada/insuficiente de informação;0;0;1;1;
2017;1º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Reclamações relacionadas a assuntos diversos;0;0;3;3;
2017;1º;12228808;ADMINISTRADORA DE CONSÓRCIO SICOOB PARANÁ LTDA.;Ausência de informações/cláusulas obrigatórias em contrato;0;1;0;1;
2017;1º;12228808;ADMINISTRADORA DE CONSÓRCIO SICOOB PARANÁ LTDA.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2017;1º;12228808;ADMINISTRADORA DE CONSÓRCIO SICOOB PARANÁ LTDA.;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2017;1º;91341925;ADMINISTRADORA DE CONSÓRCIO SPENGLER LTDA.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;3;0;3;
2017;1º;91341925;ADMINISTRADORA DE CONSÓRCIO SPENGLER LTDA.;Outras irregularidades;1;0;0;1;
2017;1º;91341925;ADMINISTRADORA DE CONSÓRCIO SPENGLER LTDA.;Prestação inadequada/insuficiente de informação;0;0;1;1;
2017;1º;91341925;ADMINISTRADORA DE CONSÓRCIO SPENGLER LTDA.;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;3;3;
2017;1º;03828278;ADMINISTRADORA DE CONSÓRCIOS BECKER LTDA.;Descumprimento de cláusulas referentes à devolução de valores;1;1;0;2;
2017;1º;94187879;AGIPLAN ADMINISTRADORA DE CONSÓRCIOS S.A.;Ausência de transparência nas relações contratuais;0;0;1;1;
2017;1º;94187879;AGIPLAN ADMINISTRADORA DE CONSÓRCIOS S.A.;Irregularidades relacionadas à liberação do crédito;0;1;0;1;
2017;1º;94187879;AGIPLAN ADMINISTRADORA DE CONSÓRCIOS S.A.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;1;0;1;
2017;1º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de cláusulas referentes à devolução de valores;0;4;0;4;
2017;1º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de prazo de resposta a demanda;1;0;0;1;
2017;1º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Prestação inadequada/insuficiente de informação;0;0;2;2;
2017;1º;13548938;ASSOCIACAO BAHIANA DE MEDICINA ABM;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2017;1º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Descumprimento de cláusulas referentes à devolução de valores;0;2;0;2;
2017;1º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Outras irregularidades;1;0;0;1;
2017;1º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Prestação inadequada/insuficiente de informação;0;0;6;6;
2017;1º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Dificuldade na liberação ou substituição de bem;0;0;4;4;
2017;1º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;1;0;1;
2017;1º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Irregularidades relacionadas à liberação do crédito;0;4;0;4;
2017;1º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2017;1º;45030236;BAURU ADMINISTRADORA DE CONSÓRCIOS LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2017;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Ausência de informações/cláusulas obrigatórias em contrato;0;1;0;1;
2017;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Ausência de transparência nas relações contratuais;0;0;12;12;
2017;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de cláusulas referentes à devolução de valores;1;25;0;26;
2017;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de obrigações previstas em contratos;3;15;0;18;
2017;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de prazo de resposta a demanda;1;8;0;9;
2017;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Dificuldade na liberação ou substituição de bem;0;0;15;15;
2017;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;1;13;0;14;
2017;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;20;20;
2017;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Irregularidades relacionadas à liberação do crédito;11;47;0;58;
2017;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;2;4;0;6;
2017;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Outras irregularidades;0;1;0;1;
2017;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Prestação inadequada/insuficiente de informação;0;0;22;22;
2017;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Publicidade enganosa;0;0;4;4;
2017;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Reclamações relacionadas a assuntos diversos;0;0;21;21;
2017;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;20;20;
2017;1º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Ausência de transparência nas relações contratuais;0;0;2;2;
2017;1º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Descumprimento de cláusulas referentes à devolução de valores;1;2;0;3;
2017;1º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Descumprimento de prazo de resposta a demanda;1;0;0;1;
2017;1º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Dificuldade na liberação ou substituição de bem;0;0;1;1;
2017;1º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;3;0;3;
2017;1º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;3;3;
2017;1º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Irregularidades relacionadas à liberação do crédito;1;2;0;3;
2017;1º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;2;0;2;
2017;1º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Prestação inadequada/insuficiente de informação;0;0;5;5;
2017;1º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Reclamações relacionadas a assuntos diversos;0;0;3;3;
2017;1º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;2;2;
2017;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Ausência de transparência nas relações contratuais;0;0;6;6;
2017;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Cobrança irregular de tarifa pela emissão de boletos, carnês e assemelhados;0;8;0;8;
2017;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Descumprimento de cláusulas referentes à devolução de valores;2;76;0;78;
2017;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Descumprimento de obrigações previstas em contratos;11;82;0;93;
2017;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Descumprimento de prazo de resposta a demanda;0;17;0;17;
2017;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Descumprimento de prazo para apresentação de resposta conclusiva pela Ouvidoria;0;5;0;5;
2017;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Dificuldade na liberação ou substituição de bem;0;0;91;91;
2017;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;7;30;0;37;
2017;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;77;77;
2017;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Irregularidades relacionadas à liberação do crédito;2;185;0;187;
2017;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;9;0;9;
2017;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Não fornecimento, remessa ou divulgação de documentos obrigatórios;0;1;0;1;
2017;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Outras irregularidades;0;3;0;3;
2017;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Outras irregularidades relacionadas à Ouvidoria;0;1;0;1;
2017;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Prestação inadequada/insuficiente de informação;0;0;147;147;
2017;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Publicidade enganosa;0;0;3;3;
2017;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Reclamações relacionadas a assuntos diversos;0;0;46;46;
2017;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;30;30;
2017;1º;73235962;BREITKOPF ADMINISTRADORA DE CONSÓRCIO LTDA.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2017;1º;73235962;BREITKOPF ADMINISTRADORA DE CONSÓRCIO LTDA.;Irregularidades relacionadas à liberação do crédito;0;1;0;1;
2017;1º;73235962;BREITKOPF ADMINISTRADORA DE CONSÓRCIO LTDA.;Outras irregularidades;1;0;0;1;
2017;1º;73235962;BREITKOPF ADMINISTRADORA DE CONSÓRCIO LTDA.;Prestação inadequada/insuficiente de informação;0;0;1;1;
2017;1º;45713971;BRQUALY ADMINISTRADORA DE CONSÓRCIOS LTDA.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;1;0;1;
2017;1º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;Ausência de informações/cláusulas obrigatórias em contrato;1;0;0;1;
2017;1º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;Ausência de transparência nas relações contratuais;0;0;2;2;
2017;1º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;Cobrança irregular de tarifa pela emissão de boletos, carnês e assemelhados;0;1;0;1;
2017;1º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;Descumprimento de cláusulas referentes à devolução de valores;5;15;0;20;
