Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2020;2º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.;59,72;3;9;0;12;50232;
2020;2º;06044551;ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA; ;0;1;1;2;57199;
2020;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;13,95;21;82;30;133;1504513;
2020;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA; ;2;2;7;11;224886;
2020;2º;03765340;ADMINISTRADORA DE CONSÓRCIO NACIONAL VALOR LTDA.;4.494,38;6;19;1;26;1335;
2020;2º;59999300;ADMINISTRADORA DE CONSÓRCIO NACIONAL VIME LTDA.; ;0;0;1;1;763;
2020;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA; ;0;9;2;11;17183;
2020;2º;91341925;ADMINISTRADORA DE CONSÓRCIO SPENGLER LTDA.; ;0;1;0;1;6660;
2020;2º;12228808;ADMINISTRADORA DE CONSÓRCIO UNICOOB LTDA; ;2;1;1;4;27103;
2020;2º;94187879;AGIBANK ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;2;0;2;2063;
2020;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.; ;0;5;1;6;33290;
2020;2º;03762583;ÁPICE ADMINISTRADORA DE CONSORCIO LTDA; ;0;1;0;1;1928;
2020;2º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;6;2;8;10409;
2020;2º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.; ;1;8;3;12;12977;
2020;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS; ;2;5;3;10;68373;
2020;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;21,79;24;87;40;151;1101141;
2020;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;44,91;3;9;5;17;66793;
2020;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;99,11;154;640;279;1073;1553796;
2020;2º;73235962;BREITKOPF ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;1;0;1;5330;
2020;2º;45713971;BRQUALY ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;2;3;4369;
2020;2º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;556,99;97;151;71;319;174148;
2020;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A;45,56;3;11;3;17;65833;
2020;2º;95783262;CARLESSI ADMINISTRADORA DE CONSORCIOS LTDA; ;0;1;0;1;4912;
2020;2º;59129403;CNF - ADMINISTRADORA DE CONSÓRCIOS NACIONAL LTDA.; ;1;2;3;6;19234;
2020;2º;62798475;CNK ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;3;0;3;6908;
2020;2º;27268770;COIMEX ADMINISTRADORA DE CONSÓRCIOS S.A.; ;2;0;0;2;3444;
2020;2º;44474674;COMAUTO ADMINISTRADORA DE CONSORCIO LTDA; ;0;1;0;1;7288;
2020;2º;07336852;CONBRAV - ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;0;1;1;5461;
2020;2º;44196293;CONSHOP ADMINISTRADORA DE CONSORCIOS LTDA.;482,16;3;3;0;6;6222;
2020;2º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;341,12;29;83;41;153;85014;
2020;2º;58919903;CONVEF ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;8;5;13;18665;
2020;2º;61550836;COOPERATIVA MISTA JOCKEY CLUB DE SAO PAULO;1.848,42;23;20;2;45;12443;
2020;2º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA;120,98;24;64;35;123;198365;
2020;2º;01659838;DISBRAVE ADMINISTRADORA DE CONSORCIOS LTDA.;426,34;4;14;1;19;9382;
2020;2º;58113812;EMBRACON ADMINISTRADORA DE CONSÓRCIO LTDA;96,29;17;183;39;239;176540;
2020;2º;91107581;FARROUPILHA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;2;0;3;60440;
2020;2º;45725975;FINAMA ADMINISTRADORA DE CONSORCIO LTDA; ;0;1;0;1;7436;
2020;2º;00643742;FUNDACAO HABITACIONAL DO EXERCITO - FHE; ;0;1;3;4;28939;
2020;2º;85322204;GLOBO ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;0;1;2;6577;
2020;2º;49937055;GMAC ADMINISTRADORA DE CONSORCIOS LTDA;199,91;22;123;57;202;110049;
2020;2º;02798858;GOVESA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;5;1;6;9511;
2020;2º;26228270;GROSCON ADMINISTRADORA DE CONSORCIOS LTDA.; ;0;1;0;1;2178;
2020;2º;73516106;HS ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;8;6;14;133941;
2020;2º;06181431;ITAUNA ADMINISTRADORA DE CONSORCIO LTDA; ;0;4;2;6;4608;
2020;2º;00000776;ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.;136,05;44;133;48;225;323410;
2020;2º;60250776;LUIZA ADMINISTRADORA DE CONSÓRCIOS LTDA;49,20;4;12;3;19;81295;
2020;2º;04250224;MAGGI ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;2;2;4;26286;
2020;2º;45793395;MASSEY FERGUSON ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;1;0;1;24964;
2020;2º;46349106;MERCABENCO ADMINISTRADORA DE CONSORCIO LTDA; ;0;3;1;4;13324;
2020;2º;64479991;MINAUTO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;0;0;1;619;
2020;2º;04124922;MULTIMARCAS ADMINISTRADORA DE CONSORCIOS LTDA.;1.034,09;36;64;5;105;34813;
2020;2º;50533876;PAN ADMINISTRADORA DE CONSORCIO LTDA;800,32;4;11;8;23;4998;
2020;2º;16551061;PONTA ADMINISTRADORA DE CONSORCIOS LTDA; ;2;18;9;29;194485;
2020;2º;48041735;PORTO SEGURO ADMINISTRADORA DE CONSÓRCIOS LTDA;90,29;15;36;32;83;166127;
2020;2º;87433413;PORTOBENS ADMINISTRADORA DE CONSORCIOS LTDA; ;1;0;3;4;13720;
2020;2º;51597300;PRIMO ROSSI ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;9;0;9;39254;
2020;2º;09111444;PROMOVE ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;0;0;1;2223;
2020;2º;91108027;RANDON ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;3;0;3;66451;
2020;2º;23767155;RECON ADMINISTRADORA DE CONSORCIOS LTDA;147,52;3;5;2;10;20336;
