Ano;Semestre;CNPJ AC;Administradora de consórcio;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2018;2º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2018;2º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;1;0;1;
2018;2º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.;Outras irregularidades;0;2;0;2;
2018;2º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.;Prestação inadequada/insuficiente de informação;0;0;3;3;
2018;2º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.;Publicidade enganosa;0;0;6;6;
2018;2º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2018;2º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2018;2º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;1;0;1;
2018;2º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.;Outras irregularidades;0;1;0;1;
2018;2º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;1;1;
2018;2º;06044551;ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA;Ausência de transparência nas relações contratuais;0;0;1;1;
2018;2º;06044551;ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2018;2º;06044551;ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2018;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Ausência de transparência nas relações contratuais;0;0;8;8;
2018;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de cláusulas referentes à devolução de valores;1;24;0;25;
2018;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de obrigações previstas em contratos;1;1;0;2;
2018;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de prazo de resposta a demanda;1;2;0;3;
2018;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Dificuldade na liberação ou substituição de bem;0;0;4;4;
2018;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;1;8;0;9;
2018;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;23;23;
2018;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Irregularidades relacionadas à liberação do crédito;3;35;0;38;
2018;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;1;0;1;
2018;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Prestação inadequada/insuficiente de informação;0;0;10;10;
2018;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Reclamações relacionadas a assuntos diversos;0;0;15;15;
2018;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;5;5;
2018;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Dificuldade na liberação ou substituição de bem;0;0;1;1;
2018;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Irregularidades relacionadas à liberação do crédito;0;2;0;2;
2018;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2018;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;1;1;
2018;2º;31728579;ADMINISTRADORA DE CONSÓRCIO ECONÔMICO LTDA.;Descumprimento de cláusulas referentes à devolução de valores;1;1;0;2;
2018;2º;31728579;ADMINISTRADORA DE CONSÓRCIO ECONÔMICO LTDA.;Descumprimento de prazo de resposta a demanda;1;0;0;1;
2018;2º;31728579;ADMINISTRADORA DE CONSÓRCIO ECONÔMICO LTDA.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2018;2º;30412977;ADMINISTRADORA DE CONSÓRCIO NACIONAL LÍDER LTDA.;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;1;1;
2018;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Descumprimento de obrigações previstas em contratos;0;2;0;2;
2018;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Descumprimento de prazo de resposta a demanda;0;1;0;1;
2018;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2018;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Irregularidades relacionadas à liberação do crédito;0;2;0;2;
2018;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Prestação inadequada/insuficiente de informação;0;0;1;1;
2018;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2018;2º;03765340;ADMINISTRADORA DE CONSÓRCIO REGIONAL WAY LTDA.;Descumprimento de cláusulas referentes à devolução de valores;0;3;0;3;
2018;2º;03765340;ADMINISTRADORA DE CONSÓRCIO REGIONAL WAY LTDA.;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2018;2º;03765340;ADMINISTRADORA DE CONSÓRCIO REGIONAL WAY LTDA.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;1;0;1;
2018;2º;03765340;ADMINISTRADORA DE CONSÓRCIO REGIONAL WAY LTDA.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;1;0;1;
2018;2º;03765340;ADMINISTRADORA DE CONSÓRCIO REGIONAL WAY LTDA.;Outras irregularidades;2;11;0;13;
2018;2º;03765340;ADMINISTRADORA DE CONSÓRCIO REGIONAL WAY LTDA.;Prestação inadequada/insuficiente de informação;0;0;1;1;
2018;2º;03765340;ADMINISTRADORA DE CONSÓRCIO REGIONAL WAY LTDA.;Publicidade enganosa;0;0;19;19;
2018;2º;91341925;ADMINISTRADORA DE CONSÓRCIO SPENGLER LTDA.;Descumprimento de cláusulas referentes à devolução de valores;0;3;0;3;
2018;2º;91341925;ADMINISTRADORA DE CONSÓRCIO SPENGLER LTDA.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;2;0;2;
2018;2º;12228808;ADMINISTRADORA DE CONSÓRCIO UNICOOB LTDA;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2018;2º;12228808;ADMINISTRADORA DE CONSÓRCIO UNICOOB LTDA;Prestação inadequada/insuficiente de informação;0;0;1;1;
2018;2º;94187879;AGIBANK ADMINISTRADORA DE CONSÓRCIOS LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;1;0;1;
2018;2º;94187879;AGIBANK ADMINISTRADORA DE CONSÓRCIOS LTDA;Irregularidades relacionadas à liberação do crédito;0;1;0;1;
2018;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Ausência de transparência nas relações contratuais;0;0;1;1;
2018;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Prestação inadequada/insuficiente de informação;0;0;6;6;
2018;2º;21275235;ATUAL ADMINISTRADORA DE CONSÓRCIO LTDA.;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;1;1;
2018;2º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA;Ausência de transparência nas relações contratuais;0;0;1;1;
2018;2º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Descumprimento de cláusulas referentes à devolução de valores;0;2;0;2;
2018;2º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;2;0;2;
2018;2º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Irregularidades relacionadas à liberação do crédito;0;2;0;2;
2018;2º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Outras irregularidades;0;1;0;1;
2018;2º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Prestação inadequada/insuficiente de informação;0;0;1;1;
2018;2º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Reclamações relacionadas a assuntos diversos;0;0;2;2;
2018;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Descumprimento de cláusulas referentes à devolução de valores;0;2;0;2;
2018;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2018;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;4;4;
2018;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Irregularidades relacionadas à liberação do crédito;0;2;0;2;
2018;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;1;0;1;
2018;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Outras irregularidades;0;1;0;1;
2018;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2018;2º;45030236;BAURU ADMINISTRADORA DE CONSÓRCIOS LTDA;Prestação inadequada/insuficiente de informação;0;0;1;1;
2018;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Ausência de transparência nas relações contratuais;0;0;3;3;
2018;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de cláusulas referentes à devolução de valores;2;13;0;15;
2018;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de obrigações previstas em contratos;4;14;0;18;
2018;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de prazo de resposta a demanda;0;2;0;2;
2018;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de prazo para apresentação de resposta conclusiva pela Ouvidoria;0;1;0;1;
2018;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Dificuldade na liberação ou substituição de bem;0;0;5;5;
2018;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;9;0;9;
2018;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;8;8;
2018;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Irregularidades relacionadas à liberação do crédito;5;14;0;19;
2018;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;4;0;4;
2018;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Não fornecimento, remessa ou divulgação de documentos obrigatórios;0;1;0;1;
2018;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Prestação inadequada/insuficiente de informação;0;0;14;14;
2018;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Publicidade enganosa;0;0;2;2;
2018;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Reclamações relacionadas a assuntos diversos;0;0;10;10;
2018;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;14;14;
2018;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Ausência de transparência nas relações contratuais;0;0;1;1;
2018;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;7;0;7;
2018;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2018;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Descumprimento de prazo de resposta a demanda;0;1;0;1;
2018;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Dificuldade na liberação ou substituição de bem;0;0;2;2;
2018;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;4;0;4;
2018;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Irregularidades relacionadas à liberação do crédito;0;1;0;1;
2018;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Outras irregularidades;1;0;0;1;
2018;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Prestação inadequada/insuficiente de informação;0;0;4;4;
2018;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;3;3;
2018;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Ausência de informações/cláusulas obrigatórias em contrato;1;1;0;2;
2018;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Ausência de transparência nas relações contratuais;0;0;13;13;
2018;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Cobrança irregular de tarifa pela emissão de boletos, carnês e assemelhados;0;3;0;3;
2018;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Descumprimento de cláusulas referentes à devolução de valores;0;44;0;44;
2018;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Descumprimento de obrigações previstas em contratos;13;67;0;80;
2018;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Descumprimento de prazo de resposta a demanda;0;8;0;8;
2018;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Dificuldade na liberação ou substituição de bem;0;0;73;73;
2018;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;3;36;0;39;
2018;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;93;93;
2018;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Irregularidades relacionadas à liberação do crédito;3;199;0;202;
2018;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;5;0;5;
2018;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Não fornecimento, remessa ou divulgação de documentos obrigatórios;0;4;0;4;
