Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2019;2º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;2;10;8;20;5881;
2019;2º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.; ;0;1;1;2;40338;
2019;2º;06044551;ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA; ;0;0;1;1;45332;
2019;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;20,92;30;36;48;114;1433405;
2019;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA; ;0;2;1;3;213802;
2019;2º;31728579;ADMINISTRADORA DE CONSÓRCIO ECONÔMICO LTDA.; ;2;0;1;3;50;
2019;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA; ;0;8;4;12;18827;
2019;2º;03765340;ADMINISTRADORA DE CONSÓRCIO REGIONAL WAY LTDA.; ;1;9;5;15;2273;
2019;2º;91341925;ADMINISTRADORA DE CONSÓRCIO SPENGLER LTDA.; ;0;0;1;1;7940;
2019;2º;12228808;ADMINISTRADORA DE CONSÓRCIO UNICOOB LTDA; ;0;3;2;5;21216;
2019;2º;94187879;AGIBANK ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;0;1;2;3596;
2019;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.; ;1;3;4;8;23242;
2019;2º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;9;1;10;8620;
2019;2º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.; ;0;3;1;4;13228;
2019;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS; ;2;5;5;12;70684;
2019;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;13,90;13;71;63;147;935148;
2019;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;1;6;7;66573;
2019;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;14,22;23;327;254;604;1617114;
2019;2º;45713971;BRQUALY ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;0;0;1;3790;
2019;2º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;159,04;27;124;105;256;169767;
2019;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A; ;0;3;2;5;60528;
2019;2º;59129403;CNF - ADMINISTRADORA DE CONSÓRCIOS NACIONAL LTDA.;135,07;3;0;6;9;22210;
2019;2º;44474674;COMAUTO ADMINISTRADORA DE CONSORCIO LTDA; ;0;1;1;2;6804;
2019;2º;81742223;CONSEG ADMINISTRADORA DE CONSÓRCIOS S/A; ;0;2;0;2;36659;
2019;2º;44196293;CONSHOP ADMINISTRADORA DE CONSORCIOS LTDA.; ;2;0;2;4;6687;
2019;2º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;520,54;61;100;62;223;117185;
2019;2º;58919903;CONVEF ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;8;4;13;17953;
2019;2º;61550836;COOPERATIVA MISTA JOCKEY CLUB DE SAO PAULO; ;2;17;11;30;6480;
2019;2º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA; ;2;46;13;61;194625;
2019;2º;08570707;ELDORADO ADMINISTRADORA DE CONSORCIO LTDA; ;1;0;0;1;8374;
2019;2º;58113812;EMBRACON ADMINISTRADORA DE CONSÓRCIO LTDA; ;2;78;35;115;162144;
2019;2º;91107581;FARROUPILHA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;1;2;56896;
2019;2º;45725975;FINAMA ADMINISTRADORA DE CONSORCIO LTDA; ;0;1;0;1;8187;
2019;2º;04751943;FRANCAUTO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;0;1;1;1923;
2019;2º;00643742;FUNDACAO HABITACIONAL DO EXERCITO - FHE; ;0;1;3;4;27875;
2019;2º;85322204;GLOBO ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;1;2;6148;
2019;2º;49937055;GMAC ADMINISTRADORA DE CONSORCIOS LTDA;253,14;31;59;42;132;122461;
2019;2º;02798858;GOVESA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;2;12;5;19;14984;
2019;2º;26228270;GROSCON ADMINISTRADORA DE CONSORCIOS LTDA.; ;2;2;2;6;2480;
2019;2º;26253658;GUARAPIRANGA VEÍCULOS ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;0;1;1;3671;
2019;2º;73516106;HS ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;2;3;5;93481;
2019;2º;06181431;ITAUNA ADMINISTRADORA DE CONSORCIO LTDA; ;0;4;1;5;4318;
2019;2º;00000776;ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.;40,43;14;153;82;249;346237;
2019;2º;42421776;ITAÚ UNIBANCO VEÍCULOS ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;24;10;34;11067;
2019;2º;60250776;LUIZA ADMINISTRADORA DE CONSÓRCIOS LTDA;39,43;3;9;3;15;76081;
