Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2015;2º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S A; ;0;0;3;3;18813;
2015;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;4,72;10;118;68;196;2116609;
2015;2º;73230674;ADMINISTRADORA DE CONSORCIO RCI BRASIL LTDA; ;0;2;2;4;2729;
2015;2º;91341925;ADMINISTRADORA DE CONSORCIO SPENGLER LTDA; ;0;2;2;4;9550;
2015;2º;03828278;ADMINISTRADORA DE CONSORCIOS BECKER LTDA; ;0;0;2;2;10492;
2015;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA; ;1;2;0;3;153915;
2015;2º;94187879;AGIPLAN ADMINISTRADORA DE CONSORCIOS S A; ;0;1;1;2;7039;
2015;2º;69273308;AGRABEN ADMINISTRADORA DE CONSORCIOS LTDA; ;0;5;0;5;33054;
2015;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S A; ;1;6;3;10;11013;
2015;2º;02010478;BANCORBRAS ADMINISTRADORA DE CONSORCIOS LTDA; ;0;2;5;7;9528;
2015;2º;92692979;BANRISUL S A    ADMINISTRADORA DE CONSORCIOS; ;0;3;1;4;42200;
2015;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;10,95;7;78;60;145;638741;
2015;2º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA; ;1;9;17;27;81098;
2015;2º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;3,35;4;265;283;552;1193546;
2015;2º;00469429;BRASAL ADMINISTRADORA DE CONSORCIOS LTDA; ;0;0;1;1;0;
2015;2º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;167,76;24;155;122;301;143060;
2015;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S A; ;0;0;4;4;36775;
2015;2º;59129403;CNF   ADMINISTRADORA DE CONSORCIOS NACIONAL LTDA; ;1;13;12;26;29578;
2015;2º;27268770;COIMEX ADMINISTRADORA DE CONSORCIOS LTDA; ;0;1;3;4;2753;
2015;2º;44474674;COMAUTO ADMINISTRADORA DE CONSORCIO LTDA; ;0;0;2;2;5745;
2015;2º;81742223;CONSEG ADMINISTRADORA DE CONSORCIOS LTDA; ;0;2;5;7;23508;
2015;2º;44196293;CONSHOP ADMINISTRADORA DE CONSORCIOS LTDA; ;0;2;2;4;6648;
2015;2º;46931655;CONSORCIO NACIONAL PROESTE DIVELPA LTDA; ;0;0;1;1; ;
2015;2º;47658539;CONSORCIO NACIONAL VOLKSWAGEN   ADMINISTRADORA DE CONSORCIO LTDA;164,52;46;175;102;323;279599;
2015;2º;58919903;CONVEF ADMINISTRADORA DE CONSORCIOS LTDA; ;0;10;8;18;14153;
2015;2º;59395061;DISAL ADMINISTRADORA DE CONSORCIOS LTDA; ;2;45;35;82;200556;
2015;2º;01659838;DISBRAVE ADMINISTRADORA DE CONSORCIOS LTDA; ;0;0;1;1;1148;
2015;2º;08570707;ELDORADO ADMINISTRADORA DE CONSORCIO LTDA; ;0;0;1;1;6812;
2015;2º;58113812;EMBRACON ADMINISTRADORA DE CONSORCIO LTDA; ;1;56;160;217;152604;
2015;2º;91107581;FARROUPILHA ADMINISTRADORA DE CONSORCIOS LTDA; ;0;0;3;3;52193;
2015;2º;45725975;FINAMA ADMINISTRADORA DE CONSORCIO LTDA; ;0;3;3;6;8868;
2015;2º;00643742;FUNDACAO HABITACIONAL DO EXERCITO   FHE; ;0;0;2;2;16570;
2015;2º;47820097;GAPLAN ADMINISTRADORA DE CONSORCIO LTDA; ;0;2;1;3;19414;
2015;2º;85322204;GLOBO ADMINISTRADORA DE CONSORCIOS LTDA; ;0;0;1;1;6833;
