Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2023;1º;84911098;ADEMICON ADMINISTRADORA DE CONSÓRCIOS S.A.;41,90;7;11;1;19;167025;
2023;1º;06044551;ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA; ;3;0;0;3;60694;
2023;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;93,71;173;74;23;270;1846041;
2023;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;23,72;7;9;0;16;294994;
2023;1º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA; ;4;10;1;15;21868;
2023;1º;91341925;ADMINISTRADORA DE CONSÓRCIO SPENGLER LTDA.; ;1;2;0;3;3912;
2023;1º;12228808;ADMINISTRADORA DE CONSÓRCIO UNICOOB LTDA; ;3;0;0;3;39673;
2023;1º;03828278;ADMINISTRADORA DE CONSÓRCIOS BECKER LTDA.; ;1;1;0;2;11023;
2023;1º;94187879;AGIBANK ADMINISTRADORA DE CONSÓRCIOS LTDA; ;2;6;0;8;1318;
2023;1º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.; ;1;6;0;7;43026;
2023;1º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA; ;4;9;0;13;35026;
2023;1º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.; ;3;7;0;10;16536;
2023;1º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS; ;2;5;1;8;80833;
2023;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;67,09;119;103;29;251;1773503;
2023;1º;36770683;BBC ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;1;1;2;0;
2023;1º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA; ;5;1;1;7;70866;
2023;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;181,69;272;376;46;694;1497046;
2023;1º;73235962;BREITKOPF ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;0;0;1;5591;
2023;1º;45713971;BRQUALY ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;1;0;2;5197;
2023;1º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A; ;3;5;0;8;67914;
2023;1º;00266031;CICAL ADMINISTRADORA DE CONSÓRCIOS LTDA; ;2;1;0;3;1722;
2023;1º;59129403;CNF - ADMINISTRADORA DE CONSÓRCIOS NACIONAL LTDA.; ;2;1;0;3;8999;
2023;1º;62798475;CNK ADMINISTRADORA DE CONSÓRCIO LTDA.;527,22;7;20;1;28;13277;
2023;1º;05349595;CNP CONSÓRCIO S.A. ADMINISTRADORA DE CONSÓRCIOS;719,12;93;105;13;211;129324;
2023;1º;27268770;COIMEX ADMINISTRADORA DE CONSÓRCIOS S.A.;285,72;7;8;3;18;24499;
2023;1º;44196293;CONSHOP ADMINISTRADORA DE CONSORCIOS LTDA.; ;3;1;0;4;6716;
2023;1º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;1.508,51;92;71;8;171;60987;
2023;1º;58919903;CONVEF ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;4;6;2;12;17269;
2023;1º;61550836;COOPERATIVA MISTA ROMA;1.592,55;25;23;3;51;15698;
2023;1º;05794450;DESTAQUE ADMINISTRADORA DE CONSORCIOS LTDA; ;2;0;0;2;525;
2023;1º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA;528,26;78;79;3;160;147652;
2023;1º;01659838;DISBRAVE ADMINISTRADORA DE CONSORCIOS LTDA.;457,27;9;14;2;25;19682;
2023;1º;08570707;ELDORADO ADMINISTRADORA DE CONSORCIO LTDA; ;0;1;0;1;5611;
2023;1º;58113812;EMBRACON ADMINISTRADORA DE CONSÓRCIO LTDA;381,80;63;113;16;192;165004;
2023;1º;42735881;EVOY ADMINISTRADORA DE CONSORCIO LTDA.; ;2;0;0;2;3267;
2023;1º;91107581;FARROUPILHA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;2;3;52522;
2023;1º;00643742;FUNDACAO HABITACIONAL DO EXERCITO - FHE; ;0;0;1;1;26837;
2023;1º;85322204;GLOBO ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;2;0;2;4897;
2023;1º;49937055;GMAC ADMINISTRADORA DE CONSORCIOS LTDA;468,38;46;54;6;106;98209;
2023;1º;91338228;GRAVEL ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;2;0;0;2; ;
2023;1º;26228270;GROSCON ADMINISTRADORA DE CONSORCIOS LTDA.; ;3;0;0;3;1770;
2023;1º;73516106;HS ADMINISTRADORA DE CONSÓRCIOS LTDA;61,51;14;27;4;45;227591;
2023;1º;00000776;ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.;213,64;114;122;14;250;533586;
2023;1º;37137767;JORLAN ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;1;0;1;0;
2023;1º;60250776;LUIZA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;9;0;10;92489;
2023;1º;04250224;MAGGI ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;1;1;3;35563;
2023;1º;76853043;MENEGALLI ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;2;0;2;4578;
2023;1º;46349106;MERCABENCO ADMINISTRADORA DE CONSORCIO LTDA; ;2;4;0;6;15386;
