Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2018;2º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;4;9;13;2791;
2018;2º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.; ;0;3;2;5;33255;
2018;2º;06044551;ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA; ;0;1;2;3;38199;
2018;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;4,66;7;71;65;143;1500571;
2018;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA; ;0;2;3;5;197983;
2018;2º;31728579;ADMINISTRADORA DE CONSÓRCIO ECONÔMICO LTDA.; ;2;1;1;4;50;
2018;2º;30412977;ADMINISTRADORA DE CONSÓRCIO NACIONAL LÍDER LTDA.; ;0;0;1;1;1218;
2018;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA; ;0;5;3;8;12399;
2018;2º;03765340;ADMINISTRADORA DE CONSÓRCIO REGIONAL WAY LTDA.; ;2;17;20;39;3203;
2018;2º;91341925;ADMINISTRADORA DE CONSÓRCIO SPENGLER LTDA.; ;0;5;0;5;6656;
2018;2º;12228808;ADMINISTRADORA DE CONSÓRCIO UNICOOB LTDA; ;0;1;1;2;16943;
2018;2º;94187879;AGIBANK ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;2;0;2;3848;
2018;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.; ;0;0;7;7;17895;
2018;2º;21275235;ATUAL ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;0;1;1;426;
2018;2º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;0;1;1;7126;
2018;2º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.; ;0;7;3;10;12408;
2018;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS; ;0;7;5;12;60046;
2018;2º;45030236;BAURU ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;0;1;1;134;
2018;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;14,22;11;58;56;125;773085;
2018;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;14;10;25;69530;
2018;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;14,69;22;373;366;761;1496733;
2018;2º;03762395;BRENNER ADMINISTRADORA DE CONSORCIO LTDA; ;0;0;1;1;3567;
2018;2º;45713971;BRQUALY ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;0;1;1;3343;
2018;2º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;39,79;6;97;84;187;150776;
2018;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A; ;0;7;6;13;54159;
2018;2º;00266031;CICAL ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;1;0;1;2500;
2018;2º;59129403;CNF - ADMINISTRADORA DE CONSÓRCIOS NACIONAL LTDA.; ;0;4;6;10;27660;
2018;2º;62798475;CNK ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;0;1;1;2979;
2018;2º;27268770;COIMEX ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;0;1;1;1930;
2018;2º;44474674;COMAUTO ADMINISTRADORA DE CONSORCIO LTDA; ;0;0;2;2;6910;
2018;2º;81742223;CONSEG ADMINISTRADORA DE CONSÓRCIOS S/A; ;0;1;1;2;31812;
2018;2º;44196293;CONSHOP ADMINISTRADORA DE CONSORCIOS LTDA.; ;0;0;1;1;7195;
2018;2º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;46,87;8;63;87;158;170682;
2018;2º;58919903;CONVEF ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;4;8;13;17224;
2018;2º;61550836;COOPERATIVA MISTA JOCKEY CLUB DE SAO PAULO; ;2;16;12;30;2097;
2018;2º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA; ;2;55;44;101;201298;
2018;2º;58113812;EMBRACON ADMINISTRADORA DE CONSÓRCIO LTDA; ;1;109;54;164;151616;
2018;2º;91107581;FARROUPILHA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;4;2;7;55556;
2018;2º;00600262;FERRAZ ADMINISTRACAO E CONSORCIOS LTDA; ;0;0;1;1;1700;
2018;2º;45725975;FINAMA ADMINISTRADORA DE CONSORCIO LTDA; ;0;0;1;1;8340;
2018;2º;04751943;FRANCAUTO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;0;1;1;1958;
2018;2º;00643742;FUNDACAO HABITACIONAL DO EXERCITO - FHE; ;0;0;4;4;26868;
2018;2º;47820097;GAPLAN ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;0;1;1;16613;
2018;2º;85322204;GLOBO ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;0;1;1;6706;
2018;2º;49937055;GMAC ADMINISTRADORA DE CONSORCIOS LTDA;32,25;4;73;53;130;124027;
2018;2º;02798858;GOVESA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;1;7;8;17554;
2018;2º;91338228;GRAVEL ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;1;2;4233;
2018;2º;26228270;GROSCON ADMINISTRADORA DE CONSORCIOS LTDA.; ;0;2;0;2;2628;
2018;2º;26253658;GUARAPIRANGA VEÍCULOS ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;0;1;1;4202;
2018;2º;73516106;HS ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;2;7;10;74511;
2018;2º;06181431;ITAUNA ADMINISTRADORA DE CONSORCIO LTDA; ;0;2;3;5;4249;
2018;2º;00000776;ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.;57,79;21;180;107;308;363355;
2018;2º;42421776;ITAÚ UNIBANCO VEÍCULOS ADMINISTRADORA DE CONSÓRCIOS LTDA.;215,67;5;39;25;69;23183;
2018;2º;60250776;LUIZA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;5;6;12;66389;
2018;2º;04250224;MAGGI ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;2;2;4;23429;
2018;2º;45793395;MASSEY FERGUSON ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;2;3;5;26553;
2018;2º;76853043;MENEGALLI ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;0;1;1;5672;
2018;2º;46349106;MERCABENCO MERCANTIL E ADMINISTRADORA DE BENS E CONSÓRCIOS LTDA.; ;0;0;1;1;11892;
2018;2º;05126027;MOTOASA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;0;0;1;14546;
2018;2º;04124922;MULTIMARCAS ADMINISTRADORA DE CONSORCIOS LTDA.;529,08;15;43;11;69;28351;
2018;2º;05652765;NANUQUE ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;0;1;1;12685;
2018;2º;05395814;NOVOTEMPO ADMINISTRADORA DE CONSORCIOS LTDA.; ;0;1;0;1;2365;
2018;2º;50533876;PAN ADMINISTRADORA DE CONSORCIO LTDA;1.080,88;6;9;33;48;5551;
2018;2º;16551061;PONTA ADMINISTRADORA DE CONSORCIOS LTDA; ;2;13;10;25;104516;
2018;2º;48041735;PORTO SEGURO ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;30;36;66;143044;
