Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2019;1º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;7;4;12;3685;
2019;1º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.; ;0;3;3;6;36220;
2019;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;9,55;14;44;47;105;1465433;
2019;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA; ;1;3;3;7;209179;
2019;1º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA; ;1;2;0;3;14759;
2019;1º;03765340;ADMINISTRADORA DE CONSÓRCIO REGIONAL WAY LTDA.; ;0;16;13;29;2306;
2019;1º;91341925;ADMINISTRADORA DE CONSÓRCIO SPENGLER LTDA.; ;0;0;1;1;7082;
2019;1º;94187879;AGIBANK ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;3;2;5;3546;
2019;1º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.; ;1;2;1;4;20658;
2019;1º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;4;1;5;8097;
2019;1º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.; ;2;11;9;22;13253;
2019;1º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS; ;0;9;8;17;62189;
2019;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;7,96;7;61;41;109;879147;
2019;1º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;15;13;29;67549;
2019;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;9,12;14;414;307;735;1534306;
2019;1º;03762395;BRENNER ADMINISTRADORA DE CONSORCIO LTDA; ;0;1;0;1;3225;
2019;1º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;78,97;13;115;88;216;164607;
2019;1º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A; ;0;7;4;11;56046;
2019;1º;95783262;CARLESSI ADMINISTRADORA DE CONSORCIOS LTDA; ;0;1;0;1;4649;
2019;1º;00266031;CICAL ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;0;0;1;2611;
2019;1º;59129403;CNF - ADMINISTRADORA DE CONSÓRCIOS NACIONAL LTDA.; ;0;7;6;13;24845;
2019;1º;27268770;COIMEX ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;0;0;1;2151;
2019;1º;07336852;CONBRAV - ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;6590;
2019;1º;81742223;CONSEG ADMINISTRADORA DE CONSÓRCIOS S/A; ;0;0;2;2;33303;
2019;1º;44196293;CONSHOP ADMINISTRADORA DE CONSORCIOS LTDA.; ;2;1;1;4;7176;
2019;1º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;139,18;20;87;72;179;143692;
2019;1º;58919903;CONVEF ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;4;4;9;17523;
2019;1º;61550836;COOPERATIVA MISTA JOCKEY CLUB DE SAO PAULO;898,74;6;12;9;27;6676;
2019;1º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;44;32;77;197349;
2019;1º;58113812;EMBRACON ADMINISTRADORA DE CONSÓRCIO LTDA; ;2;89;47;138;152319;
2019;1º;91107581;FARROUPILHA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;55893;
2019;1º;00643742;FUNDACAO HABITACIONAL DO EXERCITO - FHE; ;0;0;11;11;27360;
2019;1º;49937055;GMAC ADMINISTRADORA DE CONSORCIOS LTDA;201,89;25;84;63;172;123827;
2019;1º;02798858;GOVESA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;29;12;42;17337;
2019;1º;91338228;GRAVEL ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;4913;
2019;1º;73516106;HS ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;4;5;9;82821;
2019;1º;06181431;ITAUNA ADMINISTRADORA DE CONSORCIO LTDA; ;0;0;2;2;4328;
2019;1º;00000776;ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.;91,01;32;174;73;279;351597;
2019;1º;42421776;ITAÚ UNIBANCO VEÍCULOS ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;28;8;36;15028;
2019;1º;60250776;LUIZA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;2;3;5;71622;
2019;1º;04250224;MAGGI ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;2;1;4;24206;
2019;1º;45793395;MASSEY FERGUSON ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;2;0;2;25905;
2019;1º;46349106;MERCABENCO MERCANTIL E ADMINISTRADORA DE BENS E CONSÓRCIOS LTDA.; ;0;2;2;4;12383;
2019;1º;05126027;MOTOASA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;1;0;2;15007;
2019;1º;04124922;MULTIMARCAS ADMINISTRADORA DE CONSORCIOS LTDA.;1.084,95;36;25;11;72;33181;
2019;1º;05652765;NANUQUE ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;2;3;12043;
2019;1º;50533876;PAN ADMINISTRADORA DE CONSORCIO LTDA;572,19;3;12;14;29;5243;
2019;1º;16551061;PONTA ADMINISTRADORA DE CONSORCIOS LTDA; ;0;16;12;28;118815;
2019;1º;48041735;PORTO SEGURO ADMINISTRADORA DE CONSÓRCIOS LTDA;27,66;4;30;23;57;144608;
2019;1º;87433413;PORTOBENS ADMINISTRADORA DE CONSORCIOS LTDA; ;0;2;1;3;13305;
2019;1º;51597300;PRIMO ROSSI ADMINISTRADORA DE CONSÓRCIO LTDA.; ;2;4;3;9;45195;
2019;1º;91108027;RANDON ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;6;1;7;63451;
2019;1º;66228966;REALIZA ADMINISTRADORA DE CONSÓRCIOS LTDA.;264,45;3;20;14;37;11344;
2019;1º;23767155;RECON ADMINISTRADORA DE CONSORCIOS LTDA;203,65;5;4;4;13;24551;
2019;1º;62354055;REMAZA ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;26;17;43;20244;
2019;1º;51855716;RODOBENS ADMINISTRADORA DE CONSÓRCIOS LTDA.;28,76;3;26;25;54;104307;
2019;1º;55942312;SANTANDER BRASIL ADMINISTRADORA DE CONSÓRCIO LTDA.;30,55;5;26;29;60;163662;
2019;1º;96479258;SCANIA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;0;3;3;25004;
2019;1º;76515071;SERVOPA ADMINISTRADORA DE CONSORCIOS LTDA; ;1;4;2;7;58038;
2019;1º;87852273;SINOSSERRA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;0;3;3;5108;
2019;1º;87636635;SPONCHIADO ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;5332;
2019;1º;57723801;SUZUKI MOTOS ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;1;0;2;6941;
2019;1º;53211488;TARRAF ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;12867;
2019;1º;05551841;TÁGIDE ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;1326;
2019;1º;59956185;TRADIÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;2;2;1;5;9393;
2019;1º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA; ;0;6;4;10;14508;
2019;1º;22245020;VIVIANI ADMINISTRADORA DE CONSÓRCIO NACIONAL LTDA.; ;0;1;0;1;631;
2019;1º;74118381;VOLVO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;4;4;9;11921;
2019;1º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.; ;2;9;13;24;114387;
