Ano;Semestre;CNPJ AC;Administradora de consórcio;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2019;1º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.;Descumprimento de prazo de resposta a demanda;0;1;0;1;
2019;1º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;2;0;2;
2019;1º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.;Outras irregularidades;1;4;0;5;
2019;1º;91984633;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.;Publicidade enganosa;0;0;4;4;
2019;1º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2019;1º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;1;0;1;
2019;1º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;1;0;1;
2019;1º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.;Prestação inadequada/insuficiente de informação;0;0;1;1;
2019;1º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.;Publicidade enganosa;0;0;1;1;
2019;1º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S.A.;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;1;1;
2019;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Ausência de transparência nas relações contratuais;0;0;2;2;
2019;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de cláusulas referentes à devolução de valores;3;16;0;19;
2019;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de obrigações previstas em contratos;2;2;0;4;
2019;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de prazo de resposta a demanda;1;0;0;1;
2019;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Dificuldade na liberação ou substituição de bem;0;0;3;3;
2019;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;1;3;0;4;
2019;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;10;10;
2019;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Irregularidades relacionadas à liberação do crédito;5;16;0;21;
2019;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;3;0;3;
2019;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Outras irregularidades;2;3;0;5;
2019;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Outras irregularidades relacionadas à Ouvidoria;0;1;0;1;
2019;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Prestação inadequada/insuficiente de informação;0;0;8;8;
2019;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Reclamações relacionadas a assuntos diversos;0;0;17;17;
2019;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;7;7;
2019;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2019;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2019;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;1;0;1;
2019;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2019;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Irregularidades relacionadas à liberação do crédito;1;0;0;1;
2019;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Prestação inadequada/insuficiente de informação;0;0;1;1;
2019;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2019;1º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;1;0;1;
2019;1º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;1;0;1;
2019;1º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Outras irregularidades relacionadas à Ouvidoria;1;0;0;1;
2019;1º;03765340;ADMINISTRADORA DE CONSÓRCIO REGIONAL WAY LTDA.;Descumprimento de cláusulas referentes à devolução de valores;0;3;0;3;
2019;1º;03765340;ADMINISTRADORA DE CONSÓRCIO REGIONAL WAY LTDA.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;2;0;2;
2019;1º;03765340;ADMINISTRADORA DE CONSÓRCIO REGIONAL WAY LTDA.;Outras irregularidades;0;11;0;11;
2019;1º;03765340;ADMINISTRADORA DE CONSÓRCIO REGIONAL WAY LTDA.;Prestação inadequada/insuficiente de informação;0;0;1;1;
2019;1º;03765340;ADMINISTRADORA DE CONSÓRCIO REGIONAL WAY LTDA.;Publicidade enganosa;0;0;12;12;
2019;1º;91341925;ADMINISTRADORA DE CONSÓRCIO SPENGLER LTDA.;Dificuldade na liberação ou substituição de bem;0;0;1;1;
2019;1º;94187879;AGIBANK ADMINISTRADORA DE CONSÓRCIOS LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2019;1º;94187879;AGIBANK ADMINISTRADORA DE CONSÓRCIOS LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2019;1º;94187879;AGIBANK ADMINISTRADORA DE CONSÓRCIOS LTDA;Irregularidades relacionadas à liberação do crédito;0;2;0;2;
2019;1º;94187879;AGIBANK ADMINISTRADORA DE CONSÓRCIOS LTDA;Prestação inadequada/insuficiente de informação;0;0;1;1;
2019;1º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de cláusulas referentes à devolução de valores;0;2;0;2;
2019;1º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Outras irregularidades;1;0;0;1;
2019;1º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;1;1;
2019;1º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;3;0;3;
2019;1º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA;Irregularidades relacionadas à liberação do crédito;0;1;0;1;
2019;1º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2019;1º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Descumprimento de cláusulas referentes à devolução de valores;0;3;0;3;
2019;1º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Descumprimento de obrigações previstas em contratos;0;2;0;2;
2019;1º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;4;0;4;
2019;1º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2019;1º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Irregularidades relacionadas à liberação do crédito;0;1;0;1;
2019;1º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Não fornecimento, remessa ou divulgação de documentos obrigatórios;1;0;0;1;
2019;1º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Outras irregularidades;1;1;0;2;
2019;1º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Prestação inadequada/insuficiente de informação;0;0;5;5;
2019;1º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Publicidade enganosa;0;0;1;1;
