Ano;Semestre;CNPJ AC;Administradora de consórcio;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2015;1º;84911098;ADEMILAR ADMINISTRADORA DE CONSORCIOS S A;Descumprimento de prazo de resposta a demanda;1;0;0;1;
2015;1º;06044551;ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2015;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Ausência de transparência nas relações contratuais;0;0;7;7;
2015;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de cláusulas referentes à devolução de valores;1;15;0;16;
2015;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de obrigações previstas em contratos;1;4;0;5;
2015;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de prazo de resposta a demanda;1;1;0;2;
2015;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de prazo para apresentação de resposta conclusiva pela Ouvidoria;0;1;0;1;
2015;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio, a demanda registrada contra ela;0;3;0;3;
2015;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;7;7;
2015;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Irregularidades relacionadas à liberação do crédito;3;46;0;49;
2015;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;4;0;4;
2015;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Outras irregularidades;1;3;0;4;
2015;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Prestação inadequada/insuficiente de informação;0;0;11;11;
2015;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Publicidade enganosa;0;0;1;1;
2015;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Reclamações relacionadas a assuntos diversos;0;0;21;21;
2015;1º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;6;6;
2015;1º;73230674;ADMINISTRADORA DE CONSORCIO RCI BRASIL LTDA;Ausência de transparência nas relações contratuais;0;0;1;1;
2015;1º;73230674;ADMINISTRADORA DE CONSORCIO RCI BRASIL LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;3;0;3;
2015;1º;73230674;ADMINISTRADORA DE CONSORCIO RCI BRASIL LTDA;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2015;1º;73230674;ADMINISTRADORA DE CONSORCIO RCI BRASIL LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio, a demanda registrada contra ela;0;1;0;1;
2015;1º;73230674;ADMINISTRADORA DE CONSORCIO RCI BRASIL LTDA;Irregularidades relacionadas à liberação do crédito;0;3;0;3;
2015;1º;73230674;ADMINISTRADORA DE CONSORCIO RCI BRASIL LTDA;Prestação inadequada/insuficiente de informação;0;0;1;1;
2015;1º;73230674;ADMINISTRADORA DE CONSORCIO RCI BRASIL LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2015;1º;03765340;ADMINISTRADORA DE CONSORCIO REGIONAL WAY LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2015;1º;12228808;ADMINISTRADORA DE CONSORCIO SICOOB PARANA LTDA;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;1;0;1;
2015;1º;12228808;ADMINISTRADORA DE CONSORCIO SICOOB PARANA LTDA;Prestação inadequada/insuficiente de informação;0;0;1;1;
2015;1º;12228808;ADMINISTRADORA DE CONSORCIO SICOOB PARANA LTDA;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;1;1;
2015;1º;91341925;ADMINISTRADORA DE CONSORCIO SPENGLER LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2015;1º;91341925;ADMINISTRADORA DE CONSORCIO SPENGLER LTDA;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2015;1º;91341925;ADMINISTRADORA DE CONSORCIO SPENGLER LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2015;1º;91341925;ADMINISTRADORA DE CONSORCIO SPENGLER LTDA;Prestação inadequada/insuficiente de informação;0;0;1;1;
2015;1º;03828278;ADMINISTRADORA DE CONSORCIOS BECKER LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2015;1º;03828278;ADMINISTRADORA DE CONSORCIOS BECKER LTDA;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;1;1;
2015;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2015;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Irregularidades relacionadas à liberação do crédito;0;1;0;1;
2015;1º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Prestação inadequada/insuficiente de informação;0;0;1;1;
2015;1º;94187879;AGIPLAN ADMINISTRADORA DE CONSORCIOS S A;Ausência de transparência nas relações contratuais;0;0;1;1;
2015;1º;69273308;AGRABEN ADMINISTRADORA DE CONSORCIOS LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2015;1º;69273308;AGRABEN ADMINISTRADORA DE CONSORCIOS LTDA;Irregularidades relacionadas à liberação do crédito;1;0;0;1;
2015;1º;69273308;AGRABEN ADMINISTRADORA DE CONSORCIOS LTDA;Publicidade enganosa;0;0;1;1;
2015;1º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S A;Descumprimento de cláusulas referentes à devolução de valores;0;2;0;2;
2015;1º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S A;Irregularidades relacionadas à liberação do crédito;0;1;0;1;
2015;1º;02010478;BANCORBRAS ADMINISTRADORA DE CONSORCIOS LTDA;Prestação inadequada/insuficiente de informação;0;0;1;1;
2015;1º;02010478;BANCORBRAS ADMINISTRADORA DE CONSORCIOS LTDA;Publicidade enganosa;0;0;1;1;
2015;1º;02010478;BANCORBRAS ADMINISTRADORA DE CONSORCIOS LTDA;Reclamações relacionadas a assuntos diversos;0;0;2;2;
2015;1º;92692979;BANRISUL S A    ADMINISTRADORA DE CONSORCIOS;Descumprimento de obrigações previstas em contratos;0;2;0;2;
2015;1º;92692979;BANRISUL S A    ADMINISTRADORA DE CONSORCIOS;Insatisfação com a resposta fornecida pela administradora de consórcio, a demanda registrada contra ela;1;0;0;1;
2015;1º;92692979;BANRISUL S A    ADMINISTRADORA DE CONSORCIOS;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2015;1º;92692979;BANRISUL S A    ADMINISTRADORA DE CONSORCIOS;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;1;1;
2015;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Ausência de transparência nas relações contratuais;0;0;11;11;
2015;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Cobrança irregular de tarifa pela emissão de boletos, carnês e assemelhados;0;2;0;2;
2015;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Descumprimento de cláusulas referentes à devolução de valores;0;8;0;8;
2015;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Descumprimento de obrigações previstas em contratos;2;4;0;6;
2015;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Descumprimento de prazo de resposta a demanda;1;0;0;1;
2015;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Insatisfação com a resposta fornecida pela administradora de consórcio, a demanda registrada contra ela;0;4;0;4;
2015;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;11;11;
2015;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Irregularidades relacionadas à liberação do crédito;2;22;0;24;
2015;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;1;0;1;
2015;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Prestação inadequada/insuficiente de informação;0;0;28;28;
2015;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Publicidade enganosa;0;0;1;1;
2015;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Reclamações relacionadas a assuntos diversos;0;0;14;14;
2015;1º;06043050;BB ADMINISTRADORA DE CONSORCIOS S A;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;1;1;
2015;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Ausência de transparência nas relações contratuais;0;0;6;6;
2015;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;4;0;4;
2015;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Descumprimento de obrigações previstas em contratos;0;2;0;2;
2015;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Descumprimento de prazo de resposta a demanda;1;0;0;1;
2015;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio, a demanda registrada contra ela;0;1;0;1;
2015;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;4;4;
2015;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Irregularidades relacionadas à liberação do crédito;0;1;0;1;
2015;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;2;0;2;
2015;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Prestação inadequada/insuficiente de informação;0;0;3;3;
2015;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2015;1º;14723388;BR CONSORCIOS ADMINISTRADORA DE CONSORCIOS LTDA;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;2;2;
2015;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Ausência de transparência nas relações contratuais;0;0;29;29;
2015;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;20;0;20;
2015;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Descumprimento de obrigações previstas em contratos;0;37;0;37;
2015;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Descumprimento de prazo de resposta a demanda;1;5;0;6;
2015;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Descumprimento de prazo para apresentação de resposta conclusiva pela Ouvidoria;0;2;0;2;
2015;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio, a demanda registrada contra ela;1;12;0;13;
2015;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;45;45;
2015;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Irregularidades relacionadas à liberação do crédito;2;66;0;68;
2015;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;3;0;3;
2015;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Outras irregularidades;1;5;0;6;
2015;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Prestação inadequada/insuficiente de informação;0;0;59;59;
2015;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Publicidade enganosa;0;0;5;5;
2015;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Reclamações relacionadas a assuntos diversos;0;0;60;60;
2015;1º;52568821;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;34;34;
2015;1º;45713971;BRQUALY ADMINISTRADORA DE CONSORCIOS LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;3;0;3;
2015;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Ausência de informações/cláusulas obrigatórias em contrato;1;0;0;1;
2015;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Ausência de transparência nas relações contratuais;0;0;5;5;
2015;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Cobrança irregular de tarifa pela emissão de boletos, carnês e assemelhados;0;1;0;1;
2015;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Descumprimento de cláusulas referentes à devolução de valores;4;22;0;26;
2015;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Descumprimento de obrigações previstas em contratos;5;17;0;22;
2015;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Descumprimento de prazo de resposta a demanda;0;1;0;1;
2015;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Descumprimento de prazo para apresentação de resposta conclusiva pela Ouvidoria;0;1;0;1;
2015;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Insatisfação com a resposta fornecida pela administradora de consórcio, a demanda registrada contra ela;8;18;0;26;
2015;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;98;98;
2015;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Irregularidades relacionadas à liberação do crédito;9;114;0;123;
2015;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;1;5;0;6;
2015;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Não fornecimento, remessa ou divulgação de documentos obrigatórios;0;1;0;1;
2015;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Outras irregularidades;0;2;0;2;
2015;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Outras irregularidades relacionadas à Ouvidoria;0;1;0;1;
2015;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Prestação inadequada/insuficiente de informação;0;0;26;26;
2015;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Publicidade enganosa;0;0;3;3;
2015;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Reclamações relacionadas a assuntos diversos;0;0;48;48;
2015;1º;05349595;CAIXA CONSORCIOS S A ADMINISTRADORA DE CONSORCIOS;Recusa ou demora no fornecimento de documentos (exceto demonstrativos obrigatórios);0;0;22;22;
2015;1º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S A;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;1;0;1;
2015;1º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S A;Publicidade enganosa;0;0;2;2;
