Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2021;2º;84911098;ADEMICON ADMINISTRADORA DE CONSÓRCIOS S.A.; ;2;9;2;13;117347;
2021;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;24,62;39;55;11;105;1583623;
2021;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;20,28;5;3;0;8;246517;
2021;2º;03765340;ADMINISTRADORA DE CONSÓRCIO NACIONAL VALOR S.A.; ;2;3;0;5;1308;
2021;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA; ;0;12;0;12;17424;
2021;2º;94187879;AGIBANK ADMINISTRADORA DE CONSÓRCIOS LTDA;2.169,19;3;1;0;4;1383;
2021;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.; ;2;4;2;8;38945;
2021;2º;21275235;ATUAL ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;0;1;1;0;
2021;2º;03762583;ÁPICE ADMINISTRADORA DE CONSORCIO LTDA; ;0;2;0;2;2945;
2021;2º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA; ;2;2;0;4;13082;
2021;2º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;213,26;3;2;0;5;14067;
2021;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS; ;2;3;2;7;75375;
2021;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;81,78;110;158;19;287;1344975;
2021;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;6;2;9;71346;
2021;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;111,98;171;318;37;526;1527038;
2021;2º;45713971;BRQUALY ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;5043;
2021;2º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;311,29;50;58;11;119;160617;
2021;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A; ;2;9;2;13;66473;
2021;2º;59129403;CNF - ADMINISTRADORA DE CONSÓRCIOS NACIONAL LTDA.; ;1;7;1;9;14061;
2021;2º;62798475;CNK ADMINISTRADORA DE CONSÓRCIO LTDA.;7.765,31;81;25;1;107;10431;
